,Bike_number,StartLatitude,StartLongitude,EndLatitude,EndLogitude,OriginZip,DestinationZip,Duration,Duration per minute
923,W00901,38.9003,-77.0429,38.9003,-77.0429,20006,20006,3906.0,65.1
924,W21767,38.9057,-77.0056,38.9057,-77.0056,20002,20002,3487.0,58.11666666666667
925,W22743,38.9319,-77.0388,38.9319,-77.0388,20036,20036,,
926,W23345,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1039.0,17.316666666666666
927,W22969,38.9057,-77.0056,38.9057,-77.0056,20002,20002,98.0,1.6333333333333333
928,W21801,38.9057,-77.0056,38.9057,-77.0056,20002,20002,431.0,7.183333333333334
929,W21800,38.9057,-77.0056,38.9057,-77.0056,20002,20002,764.0,12.733333333333333
930,W00418,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1091.0,18.183333333333334
931,W21984,38.8952,-77.0436,38.8952,-77.0436,20036,20036,274.0,4.566666666666666
932,W22563,38.9057,-77.0056,38.9057,-77.0056,20002,20002,10280.0,171.33333333333334
933,W00792,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1610.0,26.833333333333332
934,W20557,38.9375,-77.0328,38.9375,-77.0328,20010,20010,9354.0,155.9
935,W00711,38.9057,-77.0056,38.9057,-77.0056,20002,20002,6208.0,103.46666666666667
936,W20971,38.9057,-77.0056,38.9057,-77.0056,20002,20002,700.0,11.666666666666666
937,W01420,38.9057,-77.0056,38.9057,-77.0056,20002,20002,2398.0,39.96666666666667
938,W22007,38.8767,-77.0178,38.8767,-77.0178,20024,20024,641.0,10.683333333333334
939,W23347,38.9086,-77.0323,38.9086,-77.0323,20005,20005,253.0,4.216666666666667
940,W22828,38.9319,-77.0388,38.9319,-77.0388,20010,20036,1223.0,20.383333333333333
941,W00994,38.9086,-77.0323,38.9086,-77.0323,20006,20005,2623.0,43.71666666666667
942,W00176,38.9176,-77.0321,38.9176,-77.0321,20010,20010,68.0,1.1333333333333333
943,W22252,38.9319,-77.0388,38.9319,-77.0388,20010,20036,1904.0,31.733333333333334
944,W21501,38.8767,-77.0178,38.8767,-77.0178,20024,20024,4022.0,67.03333333333333
945,W21241,38.8767,-77.0178,38.8767,-77.0178,20024,20024,263.0,4.383333333333334
946,W20993,38.8767,-77.0178,38.8767,-77.0178,20024,20024,4870.0,81.16666666666667
947,W00010,38.9176,-77.0321,38.9176,-77.0321,20010,20010,2423.0,40.38333333333333
948,W21061,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1108.0,18.466666666666665
949,W22240,38.9086,-77.0323,38.9086,-77.0323,20006,20005,2464.0,41.06666666666667
950,W00831,38.9086,-77.0323,38.9086,-77.0323,20006,20005,94.0,1.5666666666666667
951,W22514,38.9057,-77.0056,38.9057,-77.0056,20002,20002,252.0,4.2
952,W00035,38.9086,-77.0323,38.9086,-77.0323,20006,20005,646.0,10.766666666666667
953,W20467,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1160.0,19.333333333333332
954,W21493,38.9057,-77.0056,38.9057,-77.0056,20002,20002,192.0,3.2
955,W00940,38.9057,-77.0056,38.9057,-77.0056,20002,20002,4044.0,67.4
956,W20072,38.9319,-77.0388,38.9319,-77.0388,20036,20036,440.0,7.333333333333333
957,W23259,38.9375,-77.0328,38.9375,-77.0328,20010,20010,2684.0,44.733333333333334
958,W00133,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1025.0,17.083333333333332
959,W01078,38.8767,-77.0178,38.8767,-77.0178,20024,20024,2284.0,38.06666666666667
960,W21977,38.9057,-77.0056,38.9057,-77.0056,20002,20002,2981.0,49.68333333333333
961,W22763,38.8767,-77.0178,38.8767,-77.0178,20024,20024,807.0,13.45
962,W00766,38.9086,-77.0323,38.9086,-77.0323,20006,20005,3602.0,60.03333333333333
963,W20882,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1709.0,28.483333333333334
964,W22250,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1219.0,20.316666666666666
965,W21155,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1878.0,31.3
966,W00961,38.8952,-77.0436,38.8952,-77.0436,20036,20036,9050.0,150.83333333333334
967,W22312,38.9086,-77.0323,38.9086,-77.0323,20005,20005,7616.0,126.93333333333334
968,W22594,38.8952,-77.0436,38.8952,-77.0436,20036,20036,495.0,8.25
969,W21968,38.9249,-77.0222,38.9249,-77.0222,20059,20059,1935.0,32.25
970,W22077,38.9057,-77.0056,38.9057,-77.0056,20002,20002,202.0,3.3666666666666667
971,W22749,38.9176,-77.0321,38.9176,-77.0321,20010,20010,2077.0,34.61666666666667
972,W00817,38.9319,-77.0388,38.9319,-77.0388,20036,20036,1015.0,16.916666666666668
973,W23122,38.9057,-77.0056,38.9057,-77.0056,20002,20002,176.0,2.933333333333333
974,W00234,38.8952,-77.0436,38.8952,-77.0436,20036,20036,5812.0,96.86666666666666
975,W00951,38.9086,-77.0323,38.9086,-77.0323,20005,20005,9011.0,150.18333333333334
976,W20254,38.9057,-77.0056,38.9057,-77.0056,20002,20002,941.0,15.683333333333334
977,W00383,38.9057,-77.0056,38.9057,-77.0056,20002,20002,116.0,1.9333333333333333
978,W01290,38.8767,-77.0178,38.8767,-77.0178,20024,20024,4843.0,80.71666666666667
979,W21587,38.8637,-77.0633,38.8637,-77.0633,20037,22204,777.0,12.95
980,W01355,38.9086,-77.0323,38.9086,-77.0323,20006,20005,8122.0,135.36666666666667
981,W00700,38.9086,-77.0323,38.9086,-77.0323,20006,20005,2187.0,36.45
982,W21359,38.9375,-77.0328,38.9375,-77.0328,20010,20010,1828.0,30.466666666666665
983,W21281,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1356.0,22.6
984,W20857,38.9086,-77.0323,38.9086,-77.0323,20005,20005,,
985,W00814,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1151.0,19.183333333333334
986,W20106,38.9249,-77.0222,38.9249,-77.0222,20059,20059,1710.0,28.5
987,W20323,38.8637,-77.0633,38.8637,-77.0633,20037,22204,77.0,1.2833333333333334
988,W00445,38.9003,-77.0429,38.9003,-77.0429,20006,20006,7217.0,120.28333333333333
989,W20926,38.9086,-77.0323,38.9086,-77.0323,20005,20005,2160.0,36.0
990,W23260,38.8767,-77.0178,38.8767,-77.0178,20024,20024,4704.0,78.4
991,W01330,38.9057,-77.0056,38.9057,-77.0056,20002,20002,8903.0,148.38333333333333
992,W22850,38.9176,-77.0321,38.9176,-77.0321,20010,20010,63.0,1.05
993,W21098,38.9249,-77.0222,38.9249,-77.0222,20059,20059,750.0,12.5
994,W01151,38.9086,-77.0323,38.9086,-77.0323,20005,20005,5246.0,87.43333333333334
995,W20215,38.9176,-77.0321,38.9176,-77.0321,20010,20010,1556.0,25.933333333333334
996,W22783,38.8952,-77.0436,38.8952,-77.0436,20006,20006,3401.0,56.68333333333333
997,W00379,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1500.0,25.0
998,W22818,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1824.0,30.4
999,W20821,38.9176,-77.0321,38.9176,-77.0321,20010,20010,244.0,4.066666666666666
1000,W20317,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1578.0,26.3
1001,W00713,38.9003,-77.0429,38.9003,-77.0429,20006,20006,87.0,1.45
1002,W01256,38.9057,-77.0056,38.9057,-77.0056,20002,20002,,
1003,W01222,38.9375,-77.0328,38.9375,-77.0328,20010,20010,835.0,13.916666666666666
1004,W22846,38.9086,-77.0323,38.9086,-77.0323,20005,20005,6395.0,106.58333333333333
1005,W20631,38.9003,-77.0429,38.9003,-77.0429,20006,20006,2945.0,49.083333333333336
1006,W22643,38.9086,-77.0323,38.9086,-77.0323,20005,20005,11286.0,188.1
1007,W21046,38.9086,-77.0323,38.9086,-77.0323,20006,20005,2792.0,46.53333333333333
1008,W01416,38.9176,-77.0321,38.9176,-77.0321,20010,20010,159.0,2.65
1009,W00483,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1716.0,28.6
1010,W22513,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1755.0,29.25
1011,W21758,38.9086,-77.0323,38.9086,-77.0323,20006,20005,801.0,13.35
1012,W23409,38.9057,-77.0056,38.9057,-77.0056,20002,20002,533.0,8.883333333333333
1013,W21808,38.9249,-77.0222,38.9249,-77.0222,20059,20059,784.0,13.066666666666666
1014,W21733,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1194.0,19.9
1015,W23079,38.9057,-77.0056,38.9057,-77.0056,20002,20002,86.0,1.4333333333333333
1016,W22094,38.9086,-77.0323,38.9086,-77.0323,20006,20005,792.0,13.2
1017,W01225,38.8637,-77.0633,38.8637,-77.0633,20037,22204,13027.0,217.11666666666667
1018,W20855,38.9086,-77.0323,38.9086,-77.0323,20006,20005,153.0,2.55
1019,W21628,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1290.0,21.5
1020,W22525,38.8767,-77.0178,38.8767,-77.0178,20024,20024,3705.0,61.75
1021,W22265,38.9003,-77.0429,38.9003,-77.0429,20006,20006,546.0,9.1
1022,W00625,38.9086,-77.0323,38.9086,-77.0323,20005,20005,3014.0,50.233333333333334
1023,W00878,38.9086,-77.0323,38.9086,-77.0323,20006,20005,676.0,11.266666666666667
1024,W21542,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1290.0,21.5
1025,W21106,38.8637,-77.0633,38.8637,-77.0633,20037,22204,710.0,11.833333333333334
1026,W22640,38.9057,-77.0056,38.9057,-77.0056,20002,20002,3888.0,64.8
1027,W20113,38.8952,-77.0436,38.8952,-77.0436,20006,20006,2194.0,36.56666666666667
1028,W23356,38.9375,-77.0328,38.9375,-77.0328,20010,20010,603.0,10.05
1029,W23301,38.8767,-77.0178,38.8767,-77.0178,20024,20024,2687.0,44.78333333333333
1030,W22947,38.8952,-77.0436,38.8952,-77.0436,20006,20006,2045.0,34.083333333333336
1031,W20051,38.8952,-77.0436,38.8952,-77.0436,20006,20006,551.0,9.183333333333334
1032,W22911,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1446.0,24.1
1033,W20913,38.9086,-77.0323,38.9086,-77.0323,20005,20005,2675.0,44.583333333333336
1034,W00244,38.8767,-77.0178,38.8767,-77.0178,20024,20024,529.0,8.816666666666666
1035,W20888,38.8952,-77.0436,38.8952,-77.0436,20006,20006,2374.0,39.56666666666667
1036,W01142,38.9176,-77.0321,38.9176,-77.0321,20010,20010,1558.0,25.966666666666665
1037,W00712,38.9176,-77.0321,38.9176,-77.0321,20010,20010,1435.0,23.916666666666668
1038,W00856,38.9057,-77.0056,38.9057,-77.0056,20002,20002,238.0,3.966666666666667
1039,W21671,38.9319,-77.0388,38.9319,-77.0388,20036,20036,136.0,2.2666666666666666
1040,W21862,38.8637,-77.0633,38.8637,-77.0633,20037,22204,1517.0,25.283333333333335
1041,W01223,38.9057,-77.0056,38.9057,-77.0056,20002,20002,3164.0,52.733333333333334
1042,W00649,38.9319,-77.0388,38.9319,-77.0388,20036,20036,1425.0,23.75
1043,W20333,38.9249,-77.0222,38.9249,-77.0222,20059,20059,852.0,14.2
1044,W22933,38.9319,-77.0388,38.9319,-77.0388,20010,20036,1293.0,21.55
1045,W22536,38.8767,-77.0178,38.8767,-77.0178,20024,20024,3239.0,53.983333333333334
1046,W21208,38.8767,-77.0178,38.8767,-77.0178,20024,20024,73.0,1.2166666666666666
1047,W22740,38.9086,-77.0323,38.9086,-77.0323,20006,20005,103.0,1.7166666666666666
1048,W21186,38.9057,-77.0056,38.9057,-77.0056,20002,20002,3674.0,61.233333333333334
1049,W23311,38.9249,-77.0222,38.9249,-77.0222,20059,20059,5936.0,98.93333333333334
1050,W20086,38.9176,-77.0321,38.9176,-77.0321,20010,20010,1749.0,29.15
1051,W23044,38.9319,-77.0388,38.9319,-77.0388,20036,20036,1741.0,29.016666666666666
1052,W21911,38.9319,-77.0388,38.9319,-77.0388,20036,20036,997.0,16.616666666666667
1053,W22952,38.8767,-77.0178,38.8767,-77.0178,20024,20024,2097.0,34.95
1054,W21295,38.8767,-77.0178,38.8767,-77.0178,20024,20024,2700.0,45.0
1055,W20284,38.9176,-77.0321,38.9176,-77.0321,20010,20010,707.0,11.783333333333333
1056,W21568,38.8767,-77.0178,38.8767,-77.0178,20024,20024,360.0,6.0
1057,W22510,38.8767,-77.0178,38.8767,-77.0178,20024,20024,4523.0,75.38333333333334
1058,W00730,38.8952,-77.0436,38.8952,-77.0436,20036,20036,5163.0,86.05
1059,W22351,38.8767,-77.0178,38.8767,-77.0178,20024,20024,8677.0,144.61666666666667
1060,W21944,38.9003,-77.0429,38.9003,-77.0429,20006,20006,2996.0,49.93333333333333
1061,W21508,38.8767,-77.0178,38.8767,-77.0178,20024,20024,2030.0,33.833333333333336
1062,W23340,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1125.0,18.75
1063,W00793,38.9057,-77.0056,38.9057,-77.0056,20002,20002,102.0,1.7
1064,W21558,38.9086,-77.0323,38.9086,-77.0323,20006,20005,193.0,3.216666666666667
1065,W21010,38.8952,-77.0436,38.8952,-77.0436,20036,20036,123.0,2.05
1066,W22823,38.8952,-77.0436,38.8952,-77.0436,20006,20006,3100.0,51.666666666666664
1067,W22056,38.9086,-77.0323,38.9086,-77.0323,20006,20005,4216.0,70.26666666666667
1068,W20900,38.9086,-77.0323,38.9086,-77.0323,20005,20005,132.0,2.2
1069,W00425,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1981.0,33.016666666666666
1070,W00506,38.9249,-77.0222,38.9249,-77.0222,20059,20059,4490.0,74.83333333333333
1071,W21441,38.8767,-77.0178,38.8767,-77.0178,20024,20024,,
1072,W01388,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1423.0,23.716666666666665
1073,W22828,38.9319,-77.0388,38.9319,-77.0388,20036,20036,1223.0,20.383333333333333
1074,W23048,38.9319,-77.0388,38.9319,-77.0388,20010,20036,1391.0,23.183333333333334
1075,W20435,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1514.0,25.233333333333334
1076,W23391,38.8767,-77.0178,38.8767,-77.0178,20024,20024,2893.0,48.21666666666667
1077,W00979,38.9086,-77.0323,38.9086,-77.0323,20006,20005,3597.0,59.95
1078,W20520,38.9057,-77.0056,38.9057,-77.0056,20002,20002,7404.0,123.4
1079,W00027,38.8952,-77.0436,38.8952,-77.0436,20036,20036,8018.0,133.63333333333333
1080,W20816,38.8952,-77.0436,38.8952,-77.0436,20006,20006,5005.0,83.41666666666667
1081,W00599,38.9003,-77.0429,38.9003,-77.0429,20006,20006,1225.0,20.416666666666668
1082,W20167,38.9003,-77.0429,38.9003,-77.0429,20006,20006,2322.0,38.7
1083,W20384,38.8637,-77.0633,38.8637,-77.0633,20037,22204,5271.0,87.85
1084,W20669,38.8767,-77.0178,38.8767,-77.0178,20024,20024,4081.0,68.01666666666667
1085,W00029,38.9176,-77.0321,38.9176,-77.0321,20010,20010,1508.0,25.133333333333333
1086,W00485,38.9086,-77.0323,38.9086,-77.0323,20005,20005,483.0,8.05
1087,W01089,38.9319,-77.0388,38.9319,-77.0388,20036,20036,2928.0,48.8
1088,W00666,38.9086,-77.0323,38.9086,-77.0323,20006,20005,,
1089,W00598,38.9086,-77.0323,38.9086,-77.0323,20005,20005,4143.0,69.05
1090,W20458,38.9176,-77.0321,38.9176,-77.0321,20010,20010,,
1091,W23339,38.8767,-77.0178,38.8767,-77.0178,20024,20024,5023.0,83.71666666666667
1092,W01227,38.8952,-77.0436,38.8952,-77.0436,20036,20036,5266.0,87.76666666666667
1093,W21829,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1503.0,25.05
1094,W20400,38.9086,-77.0323,38.9086,-77.0323,20006,20005,6586.0,109.76666666666667
1095,W21369,38.8952,-77.0436,38.8952,-77.0436,20036,20036,536.0,8.933333333333334
1096,W20058,38.8952,-77.0436,38.8952,-77.0436,20006,20006,1310.0,21.833333333333332
1097,W20441,38.9319,-77.0388,38.9319,-77.0388,20010,20036,1549.0,25.816666666666666
1098,W21311,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1671.0,27.85
1099,W01312,38.9057,-77.0056,38.9057,-77.0056,20002,20002,,
1100,W21018,38.9176,-77.0321,38.9176,-77.0321,20010,20010,108.0,1.8
1101,W20224,38.9057,-77.0056,38.9057,-77.0056,20002,20002,906.0,15.1
1102,W01331,38.9319,-77.0388,38.9319,-77.0388,20010,20036,2006.0,33.43333333333333
1103,W20742,38.9375,-77.0328,38.9375,-77.0328,20010,20010,345.0,5.75
1104,W21290,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1284.0,21.4
1105,W22304,38.8767,-77.0178,38.8767,-77.0178,20024,20024,6536.0,108.93333333333334
1106,W21071,38.9176,-77.0321,38.9176,-77.0321,20010,20010,4452.0,74.2
1107,W20417,38.9057,-77.0056,38.9057,-77.0056,20002,20002,2103.0,35.05
1108,W22151,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1593.0,26.55
1109,W21214,38.9086,-77.0323,38.9086,-77.0323,20005,20005,603.0,10.05
1110,W20051,38.8952,-77.0436,38.8952,-77.0436,20036,20036,551.0,9.183333333333334
1111,W22490,38.9319,-77.0388,38.9319,-77.0388,20010,20036,2406.0,40.1
1112,W21100,38.8637,-77.0633,38.8637,-77.0633,20037,22204,83.0,1.3833333333333333
1113,W21156,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1073.0,17.883333333333333
1114,W01400,38.8637,-77.0633,38.8637,-77.0633,20037,22204,127.0,2.1166666666666667
1115,W22775,38.9086,-77.0323,38.9086,-77.0323,20006,20005,3581.0,59.68333333333333
1116,W01143,38.9086,-77.0323,38.9086,-77.0323,20005,20005,89.0,1.4833333333333334
1117,W01265,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1315.0,21.916666666666668
1118,W21687,38.8952,-77.0436,38.8952,-77.0436,20036,20036,3690.0,61.5
1119,W22748,38.8637,-77.0633,38.8637,-77.0633,20037,22204,1890.0,31.5
1120,W21566,38.9249,-77.0222,38.9249,-77.0222,20059,20059,988.0,16.466666666666665
1121,W22051,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1473.0,24.55
1122,W21622,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1094.0,18.233333333333334
1123,W22546,38.9057,-77.0056,38.9057,-77.0056,20002,20002,487.0,8.116666666666667
1124,W22980,38.9057,-77.0056,38.9057,-77.0056,20002,20002,7240.0,120.66666666666667
1125,W21444,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1538.0,25.633333333333333
1126,W20421,38.9319,-77.0388,38.9319,-77.0388,20010,20036,11874.0,197.9
1127,W20980,38.9375,-77.0328,38.9375,-77.0328,20010,20010,1474.0,24.566666666666666
1128,W00118,38.9086,-77.0323,38.9086,-77.0323,20005,20005,,
1129,W21582,38.9176,-77.0321,38.9176,-77.0321,20010,20010,3410.0,56.833333333333336
1130,W22341,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1833.0,30.55
1131,W20022,38.9319,-77.0388,38.9319,-77.0388,20036,20036,153.0,2.55
1132,W00600,38.9375,-77.0328,38.9375,-77.0328,20010,20010,217.0,3.6166666666666667
1133,W00144,38.9057,-77.0056,38.9057,-77.0056,20002,20002,100.0,1.6666666666666667
1134,W22721,38.8637,-77.0633,38.8637,-77.0633,20037,22204,1545.0,25.75
1135,W22537,38.9057,-77.0056,38.9057,-77.0056,20002,20002,217.0,3.6166666666666667
1136,W22965,38.8767,-77.0178,38.8767,-77.0178,20024,20024,3786.0,63.1
1137,W23232,38.9003,-77.0429,38.9003,-77.0429,20006,20006,1612.0,26.866666666666667
1138,W21030,38.8637,-77.0633,38.8637,-77.0633,20037,22204,2143.0,35.71666666666667
1139,W21026,38.9003,-77.0429,38.9003,-77.0429,20006,20006,1967.0,32.78333333333333
1140,W22865,38.9086,-77.0323,38.9086,-77.0323,20005,20005,213.0,3.55
1141,W22464,38.9375,-77.0328,38.9375,-77.0328,20010,20010,1670.0,27.833333333333332
1142,W01185,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1469.0,24.483333333333334
1143,W21625,38.9249,-77.0222,38.9249,-77.0222,20059,20059,1164.0,19.4
1144,W00680,38.8637,-77.0633,38.8637,-77.0633,20037,22204,76.0,1.2666666666666666
1145,W23085,38.9057,-77.0056,38.9057,-77.0056,20002,20002,711.0,11.85
1146,W20979,38.8767,-77.0178,38.8767,-77.0178,20024,20024,5651.0,94.18333333333334
1147,W23189,38.9249,-77.0222,38.9249,-77.0222,20059,20059,757.0,12.616666666666667
1148,W01258,38.8767,-77.0178,38.8767,-77.0178,20024,20024,95.0,1.5833333333333333
1149,W00649,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1016.0,16.933333333333334
1150,W23365,38.9375,-77.0328,38.9375,-77.0328,20010,20010,522.0,8.7
1151,W22958,38.9375,-77.0328,38.9375,-77.0328,20010,20010,2051.0,34.18333333333333
1152,W22168,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1258.0,20.966666666666665
1153,W00226,38.9003,-77.0429,38.9003,-77.0429,20006,20006,3054.0,50.9
1154,W01234,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1380.0,23.0
1155,W23182,38.9319,-77.0388,38.9319,-77.0388,20036,20036,,
1156,W00645,38.8767,-77.0178,38.8767,-77.0178,20024,20024,5875.0,97.91666666666667
1157,W21778,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1099.0,18.316666666666666
1158,W01350,38.9375,-77.0328,38.9375,-77.0328,20010,20010,61.0,1.0166666666666666
1159,W00285,38.9086,-77.0323,38.9086,-77.0323,20006,20005,536.0,8.933333333333334
1160,W21382,38.9176,-77.0321,38.9176,-77.0321,20010,20010,1626.0,27.1
1161,W22925,38.8952,-77.0436,38.8952,-77.0436,20006,20006,6862.0,114.36666666666666
1162,W22846,38.8952,-77.0436,38.8952,-77.0436,20006,20006,2700.0,45.0
1163,W22878,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1368.0,22.8
1164,W22455,38.9375,-77.0328,38.9375,-77.0328,20010,20010,296.0,4.933333333333334
1165,W20571,38.9086,-77.0323,38.9086,-77.0323,20005,20005,6909.0,115.15
1166,W20369,38.8767,-77.0178,38.8767,-77.0178,20024,20024,5642.0,94.03333333333333
1167,W00849,38.9086,-77.0323,38.9086,-77.0323,20005,20005,3403.0,56.71666666666667
1168,W22801,38.9057,-77.0056,38.9057,-77.0056,20002,20002,,
1169,W22594,38.9086,-77.0323,38.9086,-77.0323,20005,20005,7757.0,129.28333333333333
1170,W23217,38.9086,-77.0323,38.9086,-77.0323,20005,20005,831.0,13.85
1171,W21528,38.9086,-77.0323,38.9086,-77.0323,20006,20005,123.0,2.05
1172,W20096,38.9057,-77.0056,38.9057,-77.0056,20002,20002,,
1173,W20199,38.9319,-77.0388,38.9319,-77.0388,20036,20036,3348.0,55.8
1174,W23066,38.9057,-77.0056,38.9057,-77.0056,20002,20002,2804.0,46.733333333333334
1175,W22057,38.9057,-77.0056,38.9057,-77.0056,20002,20002,171.0,2.85
1176,W21390,38.9086,-77.0323,38.9086,-77.0323,20005,20005,6564.0,109.4
1177,W22307,38.8637,-77.0633,38.8637,-77.0633,20037,22204,184.0,3.066666666666667
1178,W22850,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1572.0,26.2
1179,W23058,38.9086,-77.0323,38.9086,-77.0323,20006,20005,518.0,8.633333333333333
1180,W00852,38.8767,-77.0178,38.8767,-77.0178,20024,20024,2989.0,49.81666666666667
1181,W21266,38.9086,-77.0323,38.9086,-77.0323,20006,20005,2336.0,38.93333333333333
1182,W22778,38.9319,-77.0388,38.9319,-77.0388,20036,20036,1382.0,23.033333333333335
1183,W23317,38.9319,-77.0388,38.9319,-77.0388,20036,20036,1128.0,18.8
1184,W00789,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1431.0,23.85
1185,W23261,38.8952,-77.0436,38.8952,-77.0436,20006,20006,140.0,2.3333333333333335
1186,W23308,38.9086,-77.0323,38.9086,-77.0323,20005,20005,64.0,1.0666666666666667
1187,W00954,38.9176,-77.0321,38.9176,-77.0321,20010,20010,62.0,1.0333333333333334
1188,W22025,38.8952,-77.0436,38.8952,-77.0436,20036,20036,2402.0,40.03333333333333
