,externalID,OriginZip,DestinationZip,TotalAMount,milage,Duration
5089,79264_26NMW51W,20004,20566,15.11,3.34,1002
5090,80866_26NLLC0W,20005,20009,16.52,1.57,701
5091,29615535,20001,20166,68.57,28.1,52
5092,36385869,20002,20613,60.0,23.0,35
5093,59750_26NOMUAB,20010,20010,7.82,1.54,358
5094,82258_26NCSMPB,20002,22314,39.14,10.9,1733
5095,26970923,20008,20008,55.26,23.0,32
5096,63549_26NIPU5P,20024,22202,13.49,4.5,646
5097,77620_26NS95I6,20012,20011,10.36,1.65,465
5098,30810867,20008,20001,24.05,2.2,41
5099,65668_26NJALM6,20004,20001,7.82,1.05,445
5100,77139_26NTFU23,20024,20003,9.36,1.78,365
5101,77266_26NFQ7AP,20005,20004,10.36,0.83,512
5102,52645_26NLNWB5,20036,22209,13.95,3.72,611
5103,32873599,20005,22202,25.58,5.3,31
5104,65274_26NNG2S4,20002,20024,13.87,1.93,745
5105,35724170,20007,20001,12.6,3.0,34
5106,29199797,22202,22202,26.91,8.0,33
5107,79032_26NMA2OC,20002,20002,9.38,1.37,368
5108,79732_26NUMPIX,20009,20011,11.6,2.6,702
5109,35166299,20001,20015,25.64,7.1,37
5110,31914198,20036,20002,25.25,3.0,29
5111,59588_26NFRCCK,20036,20007,10.79,1.61,718
5112,28753698,20001,20001,72.0,29.0,46
5113,35524022,20003,20018,27.91,6.26,31
5114,77564_26NLORX0,20002,20045,11.25,1.6,587
5115,78121_26NPRUNW,20004,20016,16.03,3.94,811
5116,1361528A,20019,20019,11.09,1.5117961107126001,417
5117,29699880,20009,20019,23.75,7.0,32
5118,35908130,20010,20020,28.88,7.91,32
5119,75059_26NTZRLB,20547,22202,13.95,4.18,541
5120,28484985,20010,20814,32.06,10.0,29
5121,29757708,20004,20016,24.56,6.0,40
5122,72393_26NMA7BH,20002,22202,25.97,6.33,992
5123,32242757,20007,20433,27.72,4.5,39
5124,75128_26NCR1B4,20036,20004,10.36,1.12,518
5125,31996848,20001,20019,21.32,6.2,29
5126,28837626,20010,22303,49.67,17.9,54
5127,78361_26NCO0KR,20002,20003,11.6,2.17,725
5128,64433_26NKHJQX,20002,20005,7.01,0.99,720
5129,72702_26NMV1L9,20036,20002,17.0,2.66,1333
5130,35674796,20009,20002,21.86,5.3,33
5131,82016_26NFR4NZ,20037,20036,8.28,0.89,368
5132,82847_26NQFSMP,20005,20002,12.06,2.63,573
5133,58764_26NF56UD,20002,20001,10.25,1.15,714
5134,34849541,20001,20010,32.4,7.17,33
5135,77505_26NP7864,20010,20010,7.55,1.23,378
5136,35583555,20001,20001,15.57,1.1,40
5137,31829285,20037,20011,21.86,4.4,38
5138,73400_26NNFR5D,20005,22202,16.11,4.83,677
5139,31514348,20005,20003,22.99,3.16,33
5140,26455726,20002,20032,23.48,7.2,31
5141,82763_26NO2A8T,20006,20037,6.2,0.79,260
5142,30060153,20007,20037,25.78,5.2,34
5143,77149_26NTX9U6,20037,20005,10.71,1.27,592
5144,79872_26NOOV59,20002,20002,12.41,0.0,934
5145,80242_26NP6KC8,20001,20009,8.09,1.3,421
5146,26936824,20001,20002,30.02,2.0,48
5147,82579_26NCRW2Z,20001,22202,19.7,5.21,1317
5148,27342920,20036,20782,25.29,6.5,36
5149,76610_26NTXV51,20010,20016,14.0,2.85,745
5150,34899777,20036,22041,35.15,4.0,30
5151,63666_26NL4HDO,20009,20009,12.71,1.02,655
5152,32995426,22202,20036,25.42,5.7,120
5153,31816819,22202,20912,42.85,11.4,37
5154,81922_26NUMRKS,20002,22202,18.11,4.61,636
5155,29942411,20250,22202,31.04,7.2,34
5156,28918156,20002,20002,45.66,15.0,45
5157,82703_26NUJZFJ,20018,20036,13.68,1.71,901
5158,30133065,20036,20007,74.84,28.5,44
5159,70582_26NOOG0N,20024,20009,16.46,3.88,1097
5160,60726_26NCNO4G,20001,20815,25.37,6.51,1987
5161,33731294,20007,20910,31.04,11.0,31
5162,51193_26NCNP7P,20024,20024,10.66,0.4,238
5163,32756993,20566,20007,72.03,29.6,37
5164,82760_26NSVB47,20002,20001,13.22,2.36,924
5165,35941159,20001,20001,31.95,4.37,30
5166,57911_26NGWI62,20002,20004,13.25,1.64,675
5167,91327_26NPW2GO,20002,20001,9.9,0.98,544
5168,30873079,20002,22203,26.37,7.5,33
5169,81003_26NSUM9R,20565,20005,20.0,1.4,640
5170,73283_26NONKRC,20004,20037,11.63,1.51,460
5171,74934_26NM9MN2,20009,20008,9.36,1.64,415
5172,77970_26NTCX2C,20009,20017,9.44,2.29,492
5173,82572_26NFMTGX,20037,20816,23.43,5.5,1400
5174,33762061,20004,20007,17.73,2.75,29
5175,81602_26NFN9RC,20001,20036,11.33,1.22,589
5176,31504594,20001,20166,72.92,30.0,40
5177,27463822,20002,20037,22.59,2.9,31
5178,35630674,20007,20007,23.4,5.0,32
5179,32483705,20008,20002,28.05,4.0,30
5180,28404474,20004,20166,82.93,29.8,44
5181,36101923,20004,20004,77.29,27.0,33
5182,50960_26NF46S3,20036,20036,9.9,1.18,555
5183,27635991,20005,20005,83.4,30.0,44
5184,28301238,20036,22102,42.11,13.0,30
5185,27806290,20004,20001,11.01,2.0,40
5186,82076_26NFPEG5,20005,20001,8.01,1.04,367
5187,81836_26NNHCV1,20024,20001,9.09,1.29,423
5188,31487733,20001,20007,73.48,31.1,41
5189,74842_26NNG6QP,20009,20006,8.63,1.22,527
5190,35186332,22202,20002,27.56,5.63,29
5191,27026709,20005,20005,61.31,6.0,57
5192,61764_26NL2ZIP,20007,20008,8.36,1.78,418
5193,33035570,20001,20024,85.65,30.2,37
5194,27461512,20010,20002,21.62,3.75,30
5195,27348511,20005,20016,23.92,0.0,31
5196,63761_26NS9HAO,20037,20009,10.44,1.29,601
5197,91218_26NMWGIQ,20005,20006,4.77,0.17,45
5198,32997171,20004,22201,3.5,5.9,30
5199,30860164,20036,20036,18.08,3.0,30
5200,82681_26NDDN5R,20005,20009,15.14,1.74,884
5201,51649_26NRO4YD,20006,20007,7.28,1.1,335
5202,32658475,20007,20001,40.72,4.4,46
5203,27521268,20005,20001,16.76,4.1,53
5204,32382589,20011,20032,28.07,10.2,30
5205,35063779,20037,20016,28.5,5.0,30
5206,29987978,20004,20007,72.46,29.3,50
5207,1361535A,20005,22202,14.84,5.154274039605901,743
5208,91085_26NCQLVA,20011,20018,8.63,1.99,430
5209,59091_26NCO92H,20001,20006,11.33,1.78,529
5210,27171407,20009,20171,80.24,27.7,41
5211,31706101,20036,20910,29.56,6.8,35
5212,77941_26NCRWVA,20004,22202,18.89,5.12,1176
5213,32331291,22202,22202,28.43,5.4,30
5214,30086861,20515,20008,24.59,3.6,38
5215,35881625,20016,20019,34.39,9.0,47
5216,73050_26NL3CB0,20036,20001,12.25,1.53,659
5217,34208815,20001,20151,78.75,33.5,43
5218,58565_26NL40NC,20004,20001,13.14,1.71,887
5219,33877153,20006,20024,19.7,3.0,34
5220,61642_26NO35TC,20010,20037,23.22,2.78,892
5221,65373_26NJWXP5,20011,20011,5.39,0.57,218
5222,26879424,20024,20007,24.21,6.8,32
5223,74999_26NCOJGK,20006,22209,11.33,3.02,521
5224,75694_26NPAFG1,20004,20002,8.36,1.39,469
5225,30673716,20009,20006,14.25,2.7,39
5226,74081_26NP8SZ5,20037,20007,13.06,2.55,686
5227,31456569,20036,22314,28.72,9.0,30
5228,74834_26NSUDZK,20036,20530,11.79,1.67,704
5229,32627465,20037,22202,33.4,6.2,41
5230,74904_26NM9MXJ,20037,20817,48.7,13.27,3019
5231,35910918,20010,20010,40.49,8.0,59
5232,77139_26NP7P29,20037,22202,16.73,5.71,670
5233,75077_26NS964O,20001,20006,13.91,2.14,836
5234,34088873,20007,20004,25.1,6.8,29
5235,71238_26NHFSWF,20009,20001,14.49,1.63,850
5236,26945571,20024,20003,33.88,8.8,40
5237,82481_26ND9OYP,20009,20002,14.33,2.54,722
5238,82337_26NS8DNR,20002,20024,10.79,1.95,699
5239,29606316,22202,20745,38.23,12.0,29
5240,70299_26NSRDYY,20005,20009,4.85,0.63,118
5241,32312376,20009,22314,23.67,6.0,32
5242,34026467,20036,20166,78.07,27.1,39
5243,80000_26NO237V,20006,20002,16.76,2.48,1034
5244,75137_26NHFXV0,20007,20817,32.45,9.77,1266
5245,28628389,20002,20815,27.13,6.5,34
5246,34365331,20036,20815,27.26,8.2,41
5247,65493_26NO21ZZ,20007,20007,8.12,0.45,186
5248,36110718,20004,20906,40.25,14.2,42
5249,74965_26NNDES9,20006,22201,15.41,3.66,588
5250,28010717,22202,22202,34.77,11.0,33
5251,33423385,22202,20018,30.53,9.9,31
5252,26793391,20032,20002,24.4,6.07,31
5253,82803_26NF1NJ7,20004,20009,8.09,1.33,453
5254,74841_26NSV4EV,20005,20001,7.74,0.76,358
5255,31790261,20008,22202,23.21,7.5,30
5256,81540_26NCRPOW,20001,20018,18.35,3.25,1413
5257,29206108,20024,20174,67.68,29.0,36
5258,52639_26NRN4GJ,20004,20009,15.0,2.78,716
5259,34237867,20024,20024,25.91,10.04,43
5260,77030_26NPUV35,20001,20005,5.93,0.53,255
5261,33644539,20036,20003,23.24,4.2,33
5262,78322_26NLOQZH,20011,20017,5.66,0.62,234
5263,31331571,20002,20009,19.27,2.8,29
5264,73548_26NFQPZL,20006,20024,12.95,2.35,878
5265,70683_26NCNORG,20005,20018,14.76,3.43,879
5266,74382_26NLP8RJ,20007,22209,6.66,0.6,203
5267,29489755,20007,22314,38.77,9.3,39
5268,81015_26NL2VTT,20001,22202,18.89,5.97,1027
5269,78188_26NNGWK1,20005,22202,15.49,4.3,596
5270,71684_26NFQWMG,20002,20004,14.49,1.97,978
5271,65262_26NL48FP,20006,20001,14.3,1.88,1131
5272,29062117,20002,20010,21.63,3.3,30
5273,73930_26NL4OOU,20219,20002,12.25,1.99,639
5274,65681_26NM7F1S,20024,20001,13.95,3.6,692
5275,35348834,20002,20783,41.57,16.3,31
5276,77677_26NS4Z1Y,20005,20006,6.2,0.52,300
5277,29103228,20001,20010,29.99,9.14,30
5278,32977331,20036,22030,63.34,20.3,34
5279,76953_26NM9QJD,20011,20017,6.2,0.91,270
5280,52069_26NNHGX8,20001,20001,8.47,0.82,323
5281,33662666,20002,22102,38.06,14.2,38
5282,76662_26NQEI0H,20001,22202,16.92,5.15,710
5283,70205_26NF4V0A,20036,20418,8.55,1.0,393
5284,75201_26NQCT2M,20011,20011,8.55,1.47,341
5285,28733979,20052,20011,20.35,5.3,29
5286,35173011,20744,20001,39.12,14.25,40
5287,30880130,20009,20815,31.72,9.0,35
5288,31918434,20002,22046,53.12,14.0,62
5289,72715_26NSQKFT,20005,20009,11.98,1.53,616
5290,32674758,20019,20001,22.67,6.8,29
5291,72505_26NFN6NF,20004,20003,9.98,2.45,465
5292,1358037A,20002,22202,20.08,4.7603247037277,1102
5293,29204398,20036,20003,22.96,4.0,32
5294,33546256,20037,22206,29.53,6.5,32
5295,73482_26NLLY5V,20007,20008,9.71,2.34,494
5296,32320546,20036,20003,25.57,4.0,34
5297,74279_26NFQ7OT,20003,20024,9.82,1.25,416
5298,35104639,20036,20036,46.2,16.0,31
5299,80955_26NF5NVY,20037,20024,18.38,3.24,1061
5300,26914148,20004,20002,26.21,4.37,32
5301,75120_26NKH7YY,20009,20009,12.41,0.0,925
5302,73925_26NCRW0M,20006,20007,7.55,1.0,413
5303,64336_26NMWIOS,20431,22206,23.7,6.63,1136
5304,76897_26NDUR50,20024,20052,15.68,2.57,805
5305,29042762,20002,20008,24.24,5.0,30
5306,73943_26NJXR8R,20036,20009,10.28,0.89,396
5307,35893279,20748,20001,38.6,10.29,48
5308,26895156,20002,20002,28.8,0.0,29
5309,71788_26NM84JQ,20004,20024,8.63,2.06,403
5310,27096670,20037,20002,30.02,4.0,43
5311,91218_26NO2CST,20006,20002,17.84,2.39,1116
5312,35386348,22202,20002,32.62,5.4,32
5313,26891327,20036,20002,21.54,0.5,34
5314,80171_26NONGX5,20002,20007,20.62,3.09,1456
5315,63276_26NFQ1RT,20036,20009,6.74,0.92,307
5316,74523_26NTD4GW,20001,20009,8.82,1.32,415
5317,34269075,20002,20814,37.12,10.1,45
5318,32836397,20004,20745,29.15,10.7,34
5319,72754_26NL4E45,20005,20005,8.55,0.55,423
5320,77338_26NF5WRF,20004,20002,10.25,1.17,724
5321,79020_26NRJH6S,20002,20009,14.22,3.07,859
5322,63517_26NRMIG4,20002,20009,15.65,2.96,1117
5323,81972_26NF6D6V,20001,20004,9.98,1.17,664
5324,60406_26NOOMFH,20005,20037,9.44,1.52,535
5325,35721015,20009,20009,72.0,29.0,48
5326,72533_26NFN9GA,20001,20005,9.28,0.76,367
5327,75439_26NMVWVI,20005,20001,6.93,0.64,246
5328,27767783,20009,20002,22.88,2.0,30
5329,65668_26NMVUGZ,20037,20036,4.58,0.43,137
5330,73992_26NFN0W9,20005,20002,14.06,2.18,704
5331,33776396,20001,22202,66.08,21.7,45
5332,74764_26NP95OJ,20001,20007,16.38,2.46,1121
5333,27519310,20036,20166,79.6,27.2,42
5334,82415_26NPAQDP,20037,22202,17.46,5.33,856
5335,30437776,20010,20007,21.37,3.0,32
5336,27778949,20003,20007,26.32,5.5,34
5337,66385_26NP6SFN,20007,22207,14.22,4.27,573
5338,32770566,20002,20016,24.29,8.0,31
5339,26888639,20005,20543,21.05,3.3,30
5340,77772_26ND92A8,20005,20001,12.71,1.3,632
5341,32584454,22202,20015,38.57,10.87,48
5342,74616_26NNDW8B,20009,20009,8.47,1.01,280
5343,27209257,20002,22202,31.04,10.1,40
5344,82854_26NDBNSU,20001,20004,9.63,1.4,495
5345,34908649,20010,20020,21.59,6.79,29
5346,20170436408658,20003,20002,23.48,2.98,32
5347,81938_26NFMTVV,20005,22202,23.81,5.57,1015
5348,66493_26NL41XN,20037,20001,15.99,1.48,1042
5349,26504497,20010,20032,33.47,8.93,49
5350,73998_26NNGVND,20001,20001,8.39,0.65,188
5351,75004_26NG875F,20037,20566,9.82,1.0,459
5352,32673279,20004,20004,44.03,13.9,33
5353,75720_26NSUSFB,20004,20536,4.85,0.41,160
5354,77361_26NFQAGH,20004,22202,19.84,4.78,675
5355,70551_26NQHCN4,20229,22314,24.75,8.42,1246
5356,33823736,20006,20166,60.74,26.3,30
5357,74785_26NCR92V,20010,20009,6.74,1.27,295
5358,34935957,20024,20007,21.61,5.23,34
5359,75178_26NS5BL6,20009,20001,7.28,0.86,381
5360,30438700,20016,20002,28.45,6.26,33
5361,34590298,20004,20011,21.24,5.23,29
5362,74301_26NUMJYD,20009,20009,4.58,0.44,137
5363,74745_26NJVUO4,20010,20011,9.71,2.18,546
5364,76964_26NSV9M9,20006,20004,11.25,1.48,647
5365,76247_26NCSDR2,20036,20009,9.59,0.82,485
5366,28170056,20037,20019,34.89,8.7,52
5367,51554_26NTG1VR,20057,20005,15.11,3.18,1135
5368,75289_26NIMKHF,20001,20001,9.44,1.45,561
5369,74510_26NU1S3X,20037,20004,11.79,2.1,713
5370,73257_26NEKM6N,20229,22209,15.6,2.72,622
5371,30280216,20002,20020,23.59,6.18,30
5372,32737952,20004,20002,11.88,1.0,45
5373,54989_26NEK7KO,20036,20006,6.12,0.42,177
5374,71638_26NTG3F2,20001,20037,17.53,2.42,981
5375,33712826,20020,20011,30.07,9.49,33
5376,29148517,20004,20007,26.14,5.0,29
5377,30100510,20037,20166,72.9,26.7,38
5378,73387_26NLLRR8,20036,20005,7.93,0.78,250
5379,32410207,20005,20418,9.71,4.4,40
5380,32326235,20006,20009,7.55,1.5,32
5381,65307_26NOON3L,20037,20005,8.63,1.22,502
5382,31120989,20004,20007,24.16,4.0,32
5383,76970_26NLLBB3,20006,20009,15.22,1.78,979
5384,27063688,20001,21240,73.43,31.0,47
5385,81123_26NCRPW5,20515,20004,9.71,1.91,529
5386,35164584,20004,20012,24.48,7.1,42
5387,35385976,20003,20037,26.83,5.09,41
5388,73220_26NL4EDE,20001,20001,7.02,0.67180961,223
5389,32351692,20005,20174,77.3,28.0,39
5390,75096_26NCSEVX,20009,20009,4.85,0.37,166
5391,82862_26NF5UB6,20004,20002,8.63,1.13,538
5392,27828575,20004,20017,21.92,3.8,29
5393,26425872,20011,20002,21.59,5.3,35
5394,77570_26NUMVU9,20010,20008,6.47,1.23,226
5395,80424_26NCO4TF,20002,22205,35.3,10.33,1468
5396,77795_26NTG80T,20001,20007,20.16,4.1,1517
5397,77585_26NPV9ZO,20008,20015,8.09,1.5,423
5398,33399955,20002,20002,29.38,4.74,49
5399,73211_26NL2KAX,20009,20004,12.79,1.86,703
5400,81314_26NTFESD,20037,20057,9.63,1.23,512
5401,76717_26NL2NVJ,20036,22202,18.62,5.08,1074
5402,31756121,20037,20001,27.49,3.0,32
5403,32072744,20020,20037,23.48,5.95,34
5404,34656704,20002,20002,35.31,0.0,57
5405,29897667,20004,20020,22.32,6.0,30
5406,73108_26NCQHBQ,20001,20006,9.71,1.27,615
5407,74964_26NEKMXD,20009,20024,23.16,3.32,1484
5408,26971927,20002,22209,22.38,0.0,44
5409,74738_26NL4GDI,20006,20815,35.04,6.28,2622
5410,27650961,20002,20016,25.37,7.0,29
5411,32034361,20010,20002,9.98,1.8,31
5412,74232_26NL2YTM,20005,20560,14.52,1.52,672
5413,32631642,20037,20032,29.61,9.0,39
5414,91252_26NR2XR1,20010,20001,13.52,2.55,597
5415,31384535,20009,20002,28.05,4.0,32
5416,65075_26NMVXMS,20005,20004,12.68,1.32,917
5417,73106_26NTG4BU,20005,22202,18.38,4.71,826
5418,27050087,20004,20814,35.3,8.1,42
5419,30179981,20009,20005,27.29,3.1,36
5420,74232_26NL2NJP,20005,20024,13.49,2.5,937
5421,75206_26NU0972,20006,20597,13.75,1.96,587
5422,36248602,22202,20001,26.48,4.13,32
5423,35559936,20010,20010,20.43,3.0,34
5424,30554284,20008,20008,29.07,7.2,46
5425,33523313,20020,20017,26.56,7.72,35
5426,26862368,22202,20016,34.61,8.7,38
5427,66484_26NCS3HC,20036,20005,10.9,1.37,525
5428,30952366,20037,20024,23.94,4.0,30
5429,65622_26NST4UQ,20011,20036,17.07,3.98,937
5430,81302_26NQGVGJ,20004,20002,7.28,1.06,349
5431,27300758,20036,20005,7.28,1.18,487
5432,71619_26NNHL4K,20037,20166,62.9,26.52,1990
5433,27125226,20005,20037,26.29,2.0,31
5434,91085_26NSTYK4,20011,20783,17.54,4.77,978
5435,72792_26NTGC4P,20011,20011,9.71,1.67,585
5436,31244695,20019,20005,22.94,6.5,29
5437,32784110,20036,20166,75.06,26.8,29
5438,70066_26NNYUS5,20006,20001,11.63,1.05,513
5439,73420_26NTCDIS,20002,20007,16.03,3.19,890
5440,26729132,20006,20006,62.36,27.0,32
5441,27601456,20004,20912,26.45,7.0,38
5442,34684283,20002,20008,19.62,0.0,29
5443,66241_26NOOKEU,20004,22202,17.38,4.42,854
5444,30983121,20002,20002,21.05,3.2,30
5445,34873036,20001,20037,28.29,5.77,35
5446,27766069,20001,20001,9.28,1.0,48
5447,75144_26NCNNAU,20001,20012,25.32,5.87,1553
5448,29068624,20004,20019,18.89,4.9,31
5449,35761737,20009,20037,12.6,0.0,88
5450,81523_26NS8M7Z,20036,20008,8.36,1.6,416
5451,30758441,20037,20245,14.89,2.7,49
5452,35298890,20001,20024,10.66,1.37,492
5453,74688_26NPVQ6K,20010,20010,7.55,0.95,441
5454,30614794,20166,20166,74.7,30.0,61
5455,34172447,22202,22202,22.13,6.0,31
5456,31425605,20011,20002,24.69,5.77,35
5457,77295_26NR2CCU,20008,20001,10.71,1.67,556
5458,74940_26NDCWUT,20002,20008,28.55,5.22,1901
5459,56394_26NCQX3K,20004,20566,10.79,2.26,609
5460,33022458,20002,20008,28.67,3.8,44
5461,70390_26NQDPJU,20001,20001,9.09,1.34,466
5462,31067149,20005,20003,23.16,3.3,34
5463,77826_26NO1X4W,20001,22202,17.27,5.64,936
5464,70780_26NOP8SR,20001,22202,15.65,5.4,749
5465,75090_26NL3RFN,20004,20005,8.63,0.78,537
5466,75070_26NFPYTJ,20005,20219,14.33,1.74,763
5467,31100820,20036,20013,27.19,1.6,32
5468,27112734,20007,20019,36.98,9.5,40
5469,35967420,20008,20015,23.24,5.0,31
5470,35983258,20036,22202,23.75,7.0,29
5471,62814_26NQD1Y7,20009,20018,13.49,3.59,859
5472,32042751,20004,22201,23.4,5.0,34
5473,33178943,20009,20009,80.1,34.0,34
5474,30238956,20024,20016,29.35,7.0,30
5475,35275774,20001,20007,22.67,3.34,33
5476,65746_26NFRI8P,20001,20036,7.82,0.89,473
5477,77315_26NOMMT5,20008,20002,16.87,2.7,641
5478,78848_26NPSPG9,20010,20005,10.09,1.7,441
5479,30656994,20242,20319,25.85,7.7,34
5480,77285_26NF5GP2,20009,20004,11.6,2.35,790
5481,78904_26NO2QGQ,20036,20433,15.3,2.32,1037
5482,32951412,20024,22205,35.5,10.0,36
5483,26580383,20019,20017,21.59,5.88,32
5484,71713_26NM8J74,20001,22202,16.92,5.04,629
5485,64150_26NO2YVJ,20008,20011,20.12,5.36,1206
5486,31726859,20007,20166,76.2,26.0,31
5487,71293_26NL3536,20024,20005,10.25,1.92,623
5488,73194_26NM7LBP,20007,20008,17.84,3.87,918
5489,74328_26NCRWE4,20004,20006,30.02,4.21,1932
5490,35543435,20005,20007,43.69,12.0,47
5491,31461942,20036,20910,28.59,6.4,31
5492,29907436,20005,20019,24.29,5.9,37
5493,30342690,20008,20901,29.8,7.5,36
5494,30077713,20005,20024,14.03,1.7,49
5495,31581944,20006,22314,22.05,5.0,32
5496,34870033,22202,20017,32.32,7.2,36
5497,33592183,20019,20011,31.15,9.35,37
5498,35617048,20001,20007,19.43,3.0,35
5499,28501848,20004,20004,20.24,2.0,29
5500,77232_26NMAVRO,20001,20024,8.09,1.68,396
5501,79435_26NONWNK,20219,20001,12.06,2.09,697
5502,72424_26NCRX53,20036,20007,6.47,0.99,296
5503,77282_26NP6745,20007,20037,8.36,1.87,431
5504,26401076,20002,22101,41.5,12.8,29
5505,31037812,20010,20003,34.53,5.0,48
5506,76883_26NS83B6,20547,22202,13.95,4.17,504
5507,27021379,20036,20004,7.28,1.0,36
5508,63984_26NR2RQB,20005,20017,16.84,3.66,881
5509,77209_26NCQSUS,20009,20001,8.9,1.44,526
5510,1359770A,20007,20016,8.09,1.8050833134485,347
5511,27658021,20015,20174,79.27,27.0,42
5512,71808_26NCQTVU,20535,22202,15.3,4.92,567
5513,74949_26NQCO74,20004,20004,6.12,0.29,171
5514,63712_26NO2RQU,20004,20036,10.17,1.1,576
5515,20170437451486,20024,20010,23.67,4.03,30
5516,81998_26NO2JCA,20010,20009,9.44,1.94,520
5517,78848_26NDAKOY,20007,20009,9.44,1.74,571
5518,27810391,20001,20001,59.04,25.0,30
5519,73742_26NCNTGS,20005,20009,7.74,0.82,346
5520,35455322,22202,20012,45.01,12.6,40
5521,29046453,20002,22302,44.14,13.0,37
5522,72416_26ND94FC,20037,20001,17.0,2.36,1311
5523,73084_26NSUGUD,20005,20002,12.41,1.88,887
5524,31805530,20010,20016,19.43,5.0,29
5525,30106730,20003,20011,27.29,6.7,42
5526,31610830,20004,22202,29.02,6.0,35
5527,34980967,20002,20560,22.62,4.0,31
5528,26478485,20540,20007,30.26,8.4,30
5529,33620761,20002,22102,49.62,18.0,38
5530,79486_26NL496K,20007,20007,7.2,0.21,293
5531,75074_26NS8Y6J,20036,20560,12.14,1.83,864
5532,81275_26NFRP1E,20520,20008,15.38,4.04,1006
5533,28633289,20431,20007,71.93,26.0,29
5534,29700966,20004,20024,27.8,7.3,43
5535,73917_26NNEHIE,20001,20009,9.59,1.68,365
5536,33596583,20001,20007,19.87,2.9,35
5537,32374363,20002,20008,25.25,5.0,33
5538,74032_26NF5H0X,20037,20005,10.9,1.3,531
5539,80803_26NFQHYC,20004,20005,13.22,2.76,841
5540,54373_26NLPG5X,20016,20016,14.06,2.34,647
5541,72529_26NFOYY7,20005,20002,19.08,3.3,1434
5542,77407_26NST5OT,20009,20008,9.55,1.71,318
5543,56142_26ND9K9E,20004,20003,12.52,3.02,452
5544,33158131,20037,20005,19.16,2.81,37
5545,29146002,20003,20166,74.43,31.2,37
5546,74543_26NMUJ6P,20009,22003,42.11,17.42,1482
5547,28062506,20004,20166,77.42,27.2,38
5548,74439_26NNI4GU,20024,20024,9.38,1.02,460
5549,78902_26NNHBGI,20543,20006,12.41,2.26,828
5550,28522002,20011,20037,17.84,4.6,103
5551,31469332,20002,20009,27.41,2.56,41
5552,29977319,20002,22102,59.28,19.0,42
5553,71690_26NL41EB,20002,20002,4.85,0.11,156
5554,29950003,20003,20007,28.67,6.0,35
5555,32896088,20036,20003,21.24,4.0,35
5556,54123_26NMVM81,20001,20009,8.36,1.44,442
5557,26911004,20005,20001,17.19,0.9,31
5558,79167_26NL4A4U,20004,20005,7.28,0.89,366
5559,76592_26NL2VCK,20007,20010,16.46,3.79,1190
5560,74082_26NMVGES,20005,20219,12.2,2.03,459
5561,32627994,20010,20007,21.1,3.8,30
5562,27712329,20005,20032,30.69,7.67,49
5563,27763221,20002,20002,25.91,9.0,30
5564,30310769,20037,20003,26.45,5.64,45
5565,80247_26NCQVCM,20002,20219,9.44,1.52,574
5566,27359004,20009,20019,35.25,5.79,29
5567,33090077,20036,22202,24.75,5.4,35
5568,29631173,20037,22202,32.9,6.0,31
5569,73784_26NRNQ6C,20560,20002,10.17,1.28,573
5570,59040_26NTCNW4,20001,20009,8.28,1.06,364
5571,33923236,20008,22202,37.8,8.0,44
5572,28245331,20002,20740,39.68,14.9,38
5573,27890013,20815,20815,25.37,8.0,31
5574,34111732,20001,22202,31.38,5.0,45
5575,26855259,20500,20004,22.59,3.0,29
5576,59664_26NF5UXB,20009,20005,13.49,2.4,1571
5577,64109_26NNIE4I,20004,20009,12.17,1.58,536
5578,28934041,20002,20037,20.16,3.5,33
5579,54991_26NU0W8R,20036,20036,10.98,0.0,686
5580,75022_26NCRJ4R,20037,20433,14.41,2.68,806
5581,29631439,20004,20004,69.47,26.0,37
5582,30313801,20009,20037,22.99,2.6,34
5583,74942_26M6IUI7,20002,22180,52.91,21.01,2354
5584,35492128,20024,20024,9.55,1.2,64
5585,74426_26NNHQLM,20037,20166,68.17,26.67,2040
